Scenario,Scenario_Type,Temperature_Shift_C,Rainfall_Shift_pct,State,Year,Season_Group,Seasonal_Rainfall_mm,Seasonal_GDD_C,Max_CDD_days,Mean_Tmax_C,Mean_Tmin_C,Mean_RH_pct,Mean_Solar_Radiation_MJ_m2_day,Rainfall_Anomaly_Z_2000_2019,Weather_Valid_Days,Weather_Total_Days
T+1_R-30,Compound,1.0,-30.0,Taraba,2024,North,767.095,3411.08,13,32.396032608695656,24.68092391304348,77.71913043478261,16.88103260869565,-0.6463562036513694,184,184
T+1_R-30,Compound,1.0,-30.0,Yobe,2024,North,648.795,3639.5950000000003,31,34.55940217391304,25.001413043478262,66.63913043478261,20.06733695652174,-0.07186606180627149,184,184
T+1_R-30,Compound,1.0,-30.0,Zamfara,2024,North,486.40899999999993,3444.6349999999998,25,33.69663043478261,23.745054347826088,70.14929347826086,19.637336956521736,-1.4231096248338935,184,184
T+2_R0,Heat,2.0,0.0,Abia,2024,South,1356.55,5177.7,23,32.031090909090906,25.62490909090909,87.19501818181817,15.994727272727273,-0.9196010910323762,275,275
T+2_R0,Heat,2.0,0.0,Adamawa,2024,North,904.24,3686.585,12,34.403423913043476,25.668152173913047,72.47163043478261,18.33570652173913,0.5051163098175504,184,184
T+2_R0,Heat,2.0,0.0,Akwa Ibom,2024,South,1869.0900000000001,5244.005,18,31.75338181818181,26.384836363636364,87.72872727272728,15.994727272727273,-1.8894777114847499,275,275
T+2_R0,Heat,2.0,0.0,Anambra,2024,South,1347.01,5191.875,21,32.05850909090909,25.700581818181817,86.4098909090909,16.76098181818182,-0.6683966152075341,275,275
T+2_R0,Heat,2.0,0.0,Bauchi,2024,North,1085.1100000000001,3568.2400000000002,16,33.96880434782609,24.816413043478256,71.98304347826088,19.371358695652173,2.0242342283357715,184,184
T+2_R0,Heat,2.0,0.0,Bayelsa,2024,South,1882.98,5270.065,21,31.968800000000005,26.358945454545456,88.53152727272726,14.644981818181817,-0.5543351476094643,275,275
T+2_R0,Heat,2.0,0.0,Benue,2024,Middle,963.1500000000001,4186.709999999999,8,33.120794392523365,26.00733644859812,81.08780373831776,17.053878504672895,-0.7241881075650654,214,214
T+2_R0,Heat,2.0,0.0,Borno,2024,North,583.16,4095.105,29,37.42760869565217,27.08440217391305,58.93391304347826,19.25429347826087,0.42056748374470254,184,184
T+2_R0,Heat,2.0,0.0,Cross River,2024,South,1869.0900000000001,5244.005,18,31.75338181818181,26.384836363636364,87.72872727272728,14.285345454545455,-1.8894777114847499,275,275
T+2_R0,Heat,2.0,0.0,Delta,2024,South,1347.01,5191.875,21,32.05850909090909,25.700581818181817,86.4098909090909,16.385490909090908,-0.6683966152075341,275,275
T+2_R0,Heat,2.0,0.0,Ebonyi,2024,South,903.47,5499.355,32,33.96454545454545,26.030763636363638,78.39523636363637,17.160509090909088,-1.546026003363861,275,275
T+2_R0,Heat,2.0,0.0,Edo,2024,South,1355.78,5133.4349999999995,12,31.720836363636362,25.613236363636364,89.4073090909091,15.766727272727271,-0.6234406615451246,275,275
T+2_R0,Heat,2.0,0.0,Ekiti,2024,South,1356.8000000000002,4852.264999999999,20,31.067054545454546,24.222145454545455,86.85934545454545,16.821854545454546,-0.4765436240340352,275,275
T+2_R0,Heat,2.0,0.0,Enugu,2024,South,975.9,5272.129999999999,29,32.86967272727273,25.47309090909091,81.54152727272727,16.76098181818182,-1.4811767773960562,275,275
T+2_R0,Heat,2.0,0.0,FCT,2024,Middle,1154.31,3997.07,11,32.60518691588785,24.750607476635516,80.45640186915888,17.145467289719626,-0.08568234323625827,214,214
T+2_R0,Heat,2.0,0.0,Gombe,2024,North,1433.4500000000003,3623.21,16,33.93304347826087,25.449673913043476,73.95494565217392,19.025163043478262,2.8998050239842983,184,184
T+2_R0,Heat,2.0,0.0,Imo,2024,South,1603.58,5239.094999999999,21,32.224945454545455,25.877563636363636,87.54370909090908,15.994727272727273,-0.38360296346834166,275,275
T+2_R0,Heat,2.0,0.0,Jigawa,2024,North,1018.26,3865.245,16,36.34570652173913,25.667826086956516,65.43054347826087,19.946739130434782,2.6316584935954377,184,184
T+2_R0,Heat,2.0,0.0,Kaduna,2024,North,1456.8400000000001,3168.6800000000003,9,31.123260869565218,23.31891304347826,82.87179347826087,17.654891304347824,0.6432506088992294,184,184
T+2_R0,Heat,2.0,0.0,Kano,2024,North,1001.3799999999999,3851.455,16,36.5625,25.301141304347826,65.6521195652174,20.282445652173912,2.4299972049098817,184,184
T+2_R0,Heat,2.0,0.0,Katsina,2024,North,1290.8600000000001,3576.6349999999998,17,33.866684782608694,25.009782608695648,71.46581521739131,19.780108695652174,5.707961992605359,184,184
T+2_R0,Heat,2.0,0.0,Kebbi,2024,North,2129.96,3741.3050000000003,14,34.69858695652174,25.967771739130434,77.36255434782608,19.648369565217394,13.219542711920042,184,184
T+2_R0,Heat,2.0,0.0,Kogi,2024,Middle,876.2099999999998,4215.005,7,33.41172897196262,25.980841121495335,80.40649532710282,16.695794392523368,-0.7200297516520903,214,214
T+2_R0,Heat,2.0,0.0,Kwara,2024,Middle,1215.3899999999999,3943.295,13,32.14434579439253,24.7088785046729,83.5259813084112,16.815327102803735,0.417083623382899,214,214
T+2_R0,Heat,2.0,0.0,Lagos,2024,South,1316.66,5289.834999999999,16,31.03090909090909,27.44061818181818,86.61469090909091,16.325090909090907,-0.4318672772924319,275,275
T+2_R0,Heat,2.0,0.0,Nasarawa,2024,Middle,1023.5799999999999,4249.1050000000005,16,33.62345794392523,26.087803738317753,78.61088785046731,17.359859813084114,0.05565498808039279,214,214
T+2_R0,Heat,2.0,0.0,Niger,2024,Middle,908.71,4320.51,8,34.02266355140187,26.355934579439253,77.47570093457945,17.4807476635514,-0.9102163018812439,214,214
T+2_R0,Heat,2.0,0.0,Ogun,2024,South,1605.6,5132.57,15,31.62723636363637,25.700545454545452,89.01341818181818,16.325090909090907,0.00739898672540789,275,275
T+2_R0,Heat,2.0,0.0,Ondo,2024,South,1356.8000000000002,4852.264999999999,20,31.067054545454546,24.222145454545455,86.85934545454545,16.821854545454546,-0.4765436240340352,275,275
T+2_R0,Heat,2.0,0.0,Osun,2024,South,1679.4299999999998,4960.16,20,31.385927272727276,24.687963636363634,88.06992727272726,15.928509090909092,0.17072752189038023,275,275
T+2_R0,Heat,2.0,0.0,Oyo,2024,South,1632.55,5022.030000000001,19,31.67494545454546,24.848909090909093,87.58556363636363,15.93450909090909,0.1658194519402747,275,275
T+2_R0,Heat,2.0,0.0,Plateau,2024,Middle,1375.73,3493.7900000000004,9,30.977289719626164,21.67495327102804,77.79901869158877,16.974906542056075,1.5272735899390373,214,214
T+2_R0,Heat,2.0,0.0,Rivers,2024,South,1770.85,5264.629999999999,21,32.30472727272727,25.98349090909091,88.48505454545455,14.248981818181818,-0.7322444356504656,275,275
T+2_R0,Heat,2.0,0.0,Sokoto,2024,North,1363.51,3801.615,16,35.10266304347826,26.219239130434783,72.92222826086956,20.30445652173913,4.944994593631734,184,184
T+2_R0,Heat,2.0,0.0,Taraba,2024,North,1095.85,3595.08,12,33.396032608695656,25.68092391304348,77.71913043478261,16.88103260869565,1.2225505917593709,184,184
T+2_R0,Heat,2.0,0.0,Yobe,2024,North,926.8499999999999,3823.5950000000003,31,35.55940217391304,26.001413043478262,66.63913043478261,20.06733695652174,2.0400254849642674,184,184
T+2_R0,Heat,2.0,0.0,Zamfara,2024,North,694.8700000000001,3628.6349999999998,17,34.69663043478261,24.745054347826088,70.14929347826086,19.637336956521736,-0.10219223368297295,184,184
T+2_R-10,Compound,2.0,-10.0,Abia,2024,South,1220.895,5177.7,23,32.031090909090906,25.62490909090909,87.19501818181817,15.994727272727273,-1.1991116246272546,275,275
T+2_R-10,Compound,2.0,-10.0,Adamawa,2024,North,813.816,3686.585,12,34.403423913043476,25.668152173913047,72.47163043478261,18.33570652173913,-0.24025131312938383,184,184
T+2_R-10,Compound,2.0,-10.0,Akwa Ibom,2024,South,1682.181,5244.005,27,31.75338181818181,26.384836363636364,87.72872727272728,15.994727272727273,-2.2573682544559484,275,275
T+2_R-10,Compound,2.0,-10.0,Anambra,2024,South,1212.309,5191.875,23,32.05850909090909,25.700581818181817,86.4098909090909,16.76098181818182,-0.9238653382853763,275,275
T+2_R-10,Compound,2.0,-10.0,Bauchi,2024,North,976.5990000000002,3568.2400000000002,16,33.96880434782609,24.816413043478256,71.98304347826088,19.371358695652173,1.4714664334485699,184,184
T+2_R-10,Compound,2.0,-10.0,Bayelsa,2024,South,1694.682,5270.065,21,31.968800000000005,26.358945454545456,88.53152727272726,14.644981818181817,-0.8464589029081977,275,275
T+2_R-10,Compound,2.0,-10.0,Benue,2024,Middle,866.8350000000003,4186.709999999999,8,33.120794392523365,26.00733644859812,81.08780373831776,17.053878504672895,-1.0205112777693859,214,214
T+2_R-10,Compound,2.0,-10.0,Borno,2024,North,524.844,4095.105,29,37.42760869565217,27.08440217391305,58.93391304347826,19.25429347826087,-0.03770474956102782,184,184
T+2_R-10,Compound,2.0,-10.0,Cross River,2024,South,1682.181,5244.005,27,31.75338181818181,26.384836363636364,87.72872727272728,14.285345454545455,-2.2573682544559484,275,275
T+2_R-10,Compound,2.0,-10.0,Delta,2024,South,1212.309,5191.875,23,32.05850909090909,25.700581818181817,86.4098909090909,16.385490909090908,-0.9238653382853763,275,275
T+2_R-10,Compound,2.0,-10.0,Ebonyi,2024,South,813.123,5499.355,32,33.96454545454545,26.030763636363638,78.39523636363637,17.160509090909088,-1.7513178262715765,275,275
T+2_R-10,Compound,2.0,-10.0,Edo,2024,South,1220.2020000000002,5133.4349999999995,12,31.720836363636362,25.613236363636364,89.4073090909091,15.766727272727271,-0.8671028749073372,275,275
T+2_R-10,Compound,2.0,-10.0,Ekiti,2024,South,1221.12,4852.264999999999,20,31.067054545454546,24.222145454545455,86.85934545454545,16.821854545454546,-0.9489439959850697,275,275
T+2_R-10,Compound,2.0,-10.0,Enugu,2024,South,878.3100000000001,5272.129999999999,29,32.86967272727273,25.47309090909091,81.54152727272727,16.76098181818182,-1.7387709024704905,275,275
T+2_R-10,Compound,2.0,-10.0,FCT,2024,Middle,1038.879,3997.07,11,32.60518691588785,24.750607476635516,80.45640186915888,17.145467289719626,-0.45711783519399035,214,214
T+2_R-10,Compound,2.0,-10.0,Gombe,2024,North,1290.105,3623.21,16,33.93304347826087,25.449673913043476,73.95494565217392,19.025163043478262,2.1742267422136625,184,184
T+2_R-10,Compound,2.0,-10.0,Imo,2024,South,1443.2220000000002,5239.094999999999,21,32.224945454545455,25.877563636363636,87.54370909090908,15.994727272727273,-0.6637440683239704,275,275
T+2_R-10,Compound,2.0,-10.0,Jigawa,2024,North,916.4340000000001,3865.245,16,36.34570652173913,25.667826086956516,65.43054347826087,19.946739130434782,2.049893869180307,184,184
T+2_R-10,Compound,2.0,-10.0,Kaduna,2024,North,1311.156,3168.6800000000003,9,31.123260869565218,23.31891304347826,82.87179347826087,17.654891304347824,0.21074446843767378,184,184
T+2_R-10,Compound,2.0,-10.0,Kano,2024,North,901.2420000000001,3851.455,16,36.5625,25.301141304347826,65.6521195652174,20.282445652173912,1.8451850842313156,184,184
T+2_R-10,Compound,2.0,-10.0,Katsina,2024,North,1161.774,3576.6349999999998,17,33.866684782608694,25.009782608695648,71.46581521739131,19.780108695652174,4.581434927830171,184,184
T+2_R-10,Compound,2.0,-10.0,Kebbi,2024,North,1916.964,3741.3050000000003,14,34.69858695652174,25.967771739130434,77.36255434782608,19.648369565217394,11.177817378052932,184,184
T+2_R-10,Compound,2.0,-10.0,Kogi,2024,Middle,788.589,4215.005,7,33.41172897196262,25.980841121495335,80.40649532710282,16.695794392523368,-1.0950125262008639,214,214
T+2_R-10,Compound,2.0,-10.0,Kwara,2024,Middle,1093.851,3943.295,13,32.14434579439253,24.7088785046729,83.5259813084112,16.815327102803735,-0.14814143225474208,214,214
T+2_R-10,Compound,2.0,-10.0,Lagos,2024,South,1184.9940000000001,5289.834999999999,16,31.03090909090909,27.44061818181818,86.61469090909091,16.325090909090907,-0.9088014387440245,275,275
T+2_R-10,Compound,2.0,-10.0,Nasarawa,2024,Middle,921.2220000000001,4249.1050000000005,16,33.62345794392523,26.087803738317753,78.61088785046731,17.359859813084114,-0.2756563771778586,214,214
T+2_R-10,Compound,2.0,-10.0,Niger,2024,Middle,817.8390000000002,4320.51,8,34.02266355140187,26.355934579439253,77.47570093457945,17.4807476635514,-1.261609198459815,214,214
T+2_R-10,Compound,2.0,-10.0,Ogun,2024,South,1445.04,5132.57,16,31.62723636363637,25.700545454545452,89.01341818181818,16.325090909090907,-0.5264052409229788,275,275
T+2_R-10,Compound,2.0,-10.0,Ondo,2024,South,1221.12,4852.264999999999,20,31.067054545454546,24.222145454545455,86.85934545454545,16.821854545454546,-0.9489439959850697,275,275
T+2_R-10,Compound,2.0,-10.0,Osun,2024,South,1511.487,4960.16,20,31.385927272727276,24.687963636363634,88.06992727272726,15.928509090909092,-0.3678848726100542,275,275
T+2_R-10,Compound,2.0,-10.0,Oyo,2024,South,1469.295,5022.030000000001,19,31.67494545454546,24.848909090909093,87.58556363636363,15.93450909090909,-0.4399009147139256,275,275
T+2_R-10,Compound,2.0,-10.0,Plateau,2024,Middle,1238.157,3493.7900000000004,9,30.977289719626164,21.67495327102804,77.79901869158877,16.974906542056075,1.0584617768271258,214,214
T+2_R-10,Compound,2.0,-10.0,Rivers,2024,South,1593.7649999999999,5264.629999999999,21,32.30472727272727,25.98349090909091,88.48505454545455,14.248981818181818,-1.0312177405024023,275,275
T+2_R-10,Compound,2.0,-10.0,Sokoto,2024,North,1227.159,3801.615,16,35.10266304347826,26.219239130434783,72.92222826086956,20.30445652173913,3.98292084184097,184,184
T+2_R-10,Compound,2.0,-10.0,Taraba,2024,North,986.2650000000001,3595.08,13,33.396032608695656,25.68092391304348,77.71913043478261,16.88103260869565,0.5995816599557916,184,184
T+2_R-10,Compound,2.0,-10.0,Yobe,2024,North,834.165,3823.5950000000003,31,35.55940217391304,26.001413043478262,66.63913043478261,20.06733695652174,1.3360616360407547,184,184
T+2_R-10,Compound,2.0,-10.0,Zamfara,2024,North,625.383,3628.6349999999998,17,34.69663043478261,24.745054347826088,70.14929347826086,19.637336956521736,-0.5424980307332798,184,184
T+2_R-20,Compound,2.0,-20.0,Abia,2024,South,1085.24,5177.7,23,32.031090909090906,25.62490909090909,87.19501818181817,15.994727272727273,-1.4786221582221328,275,275
T+2_R-20,Compound,2.0,-20.0,Adamawa,2024,North,723.392,3686.585,12,34.403423913043476,25.668152173913047,72.47163043478261,18.33570652173913,-0.985618936076318,184,184
T+2_R-20,Compound,2.0,-20.0,Akwa Ibom,2024,South,1495.272,5244.005,27,31.75338181818181,26.384836363636364,87.72872727272728,15.994727272727273,-2.625258797427147,275,275
T+2_R-20,Compound,2.0,-20.0,Anambra,2024,South,1077.6080000000002,5191.875,23,32.05850909090909,25.700581818181817,86.4098909090909,16.76098181818182,-1.179334061363218,275,275
T+2_R-20,Compound,2.0,-20.0,Bauchi,2024,North,868.0880000000001,3568.2400000000002,16,33.96880434782609,24.816413043478256,71.98304347826088,19.371358695652173,0.9186986385613676,184,184
T+2_R-20,Compound,2.0,-20.0,Bayelsa,2024,South,1506.384,5270.065,21,31.968800000000005,26.358945454545456,88.53152727272726,14.644981818181817,-1.1385826582069312,275,275
T+2_R-20,Compound,2.0,-20.0,Benue,2024,Middle,770.52,4186.709999999999,8,33.120794392523365,26.00733644859812,81.08780373831776,17.053878504672895,-1.316834447973708,214,214
T+2_R-20,Compound,2.0,-20.0,Borno,2024,North,466.528,4095.105,29,37.42760869565217,27.08440217391305,58.93391304347826,19.25429347826087,-0.49597698286675906,184,184
T+2_R-20,Compound,2.0,-20.0,Cross River,2024,South,1495.272,5244.005,27,31.75338181818181,26.384836363636364,87.72872727272728,14.285345454545455,-2.625258797427147,275,275
T+2_R-20,Compound,2.0,-20.0,Delta,2024,South,1077.6080000000002,5191.875,23,32.05850909090909,25.700581818181817,86.4098909090909,16.385490909090908,-1.179334061363218,275,275
T+2_R-20,Compound,2.0,-20.0,Ebonyi,2024,South,722.7760000000001,5499.355,32,33.96454545454545,26.030763636363638,78.39523636363637,17.160509090909088,-1.9566096491792917,275,275
T+2_R-20,Compound,2.0,-20.0,Edo,2024,South,1084.6240000000003,5133.4349999999995,12,31.720836363636362,25.613236363636364,89.4073090909091,15.766727272727271,-1.1107650882695501,275,275
T+2_R-20,Compound,2.0,-20.0,Ekiti,2024,South,1085.44,4852.264999999999,20,31.067054545454546,24.222145454545455,86.85934545454545,16.821854545454546,-1.4213443679361026,275,275
T+2_R-20,Compound,2.0,-20.0,Enugu,2024,South,780.72,5272.129999999999,29,32.86967272727273,25.47309090909091,81.54152727272727,16.76098181818182,-1.9963650275449252,275,275
T+2_R-20,Compound,2.0,-20.0,FCT,2024,Middle,923.448,3997.07,11,32.60518691588785,24.750607476635516,80.45640186915888,17.145467289719626,-0.828553327151722,214,214
T+2_R-20,Compound,2.0,-20.0,Gombe,2024,North,1146.7600000000002,3623.21,28,33.93304347826087,25.449673913043476,73.95494565217392,19.025163043478262,1.4486484604430292,184,184
T+2_R-20,Compound,2.0,-20.0,Imo,2024,South,1282.864,5239.094999999999,21,32.224945454545455,25.877563636363636,87.54370909090908,15.994727272727273,-0.9438851731795997,275,275
T+2_R-20,Compound,2.0,-20.0,Jigawa,2024,North,814.6080000000001,3865.245,16,36.34570652173913,25.667826086956516,65.43054347826087,19.946739130434782,1.468129244765175,184,184
T+2_R-20,Compound,2.0,-20.0,Kaduna,2024,North,1165.4720000000002,3168.6800000000003,9,31.123260869565218,23.31891304347826,82.87179347826087,17.654891304347824,-0.22176167202388045,184,184
T+2_R-20,Compound,2.0,-20.0,Kano,2024,North,801.104,3851.455,16,36.5625,25.301141304347826,65.6521195652174,20.282445652173912,1.2603729635527479,184,184
T+2_R-20,Compound,2.0,-20.0,Katsina,2024,North,1032.688,3576.6349999999998,17,33.866684782608694,25.009782608695648,71.46581521739131,19.780108695652174,3.4549078630549865,184,184
T+2_R-20,Compound,2.0,-20.0,Kebbi,2024,North,1703.9680000000003,3741.3050000000003,14,34.69858695652174,25.967771739130434,77.36255434782608,19.648369565217394,9.136092044185826,184,184
T+2_R-20,Compound,2.0,-20.0,Kogi,2024,Middle,700.9680000000001,4215.005,7,33.41172897196262,25.980841121495335,80.40649532710282,16.695794392523368,-1.4699953007496385,214,214
T+2_R-20,Compound,2.0,-20.0,Kwara,2024,Middle,972.3120000000001,3943.295,13,32.14434579439253,24.7088785046729,83.5259813084112,16.815327102803735,-0.7133664878923842,214,214
T+2_R-20,Compound,2.0,-20.0,Lagos,2024,South,1053.328,5289.834999999999,16,31.03090909090909,27.44061818181818,86.61469090909091,16.325090909090907,-1.385735600195618,275,275
T+2_R-20,Compound,2.0,-20.0,Nasarawa,2024,Middle,818.864,4249.1050000000005,16,33.62345794392523,26.087803738317753,78.61088785046731,17.359859813084114,-0.6069677424361107,214,214
T+2_R-20,Compound,2.0,-20.0,Niger,2024,Middle,726.9680000000001,4320.51,8,34.02266355140187,26.355934579439253,77.47570093457945,17.4807476635514,-1.613002095038387,214,214
T+2_R-20,Compound,2.0,-20.0,Ogun,2024,South,1284.48,5132.57,16,31.62723636363637,25.700545454545452,89.01341818181818,16.325090909090907,-1.0602094685713654,275,275
T+2_R-20,Compound,2.0,-20.0,Ondo,2024,South,1085.44,4852.264999999999,20,31.067054545454546,24.222145454545455,86.85934545454545,16.821854545454546,-1.4213443679361026,275,275
T+2_R-20,Compound,2.0,-20.0,Osun,2024,South,1343.5440000000003,4960.16,20,31.385927272727276,24.687963636363634,88.06992727272726,15.928509090909092,-0.9064972671104886,275,275
T+2_R-20,Compound,2.0,-20.0,Oyo,2024,South,1306.04,5022.030000000001,19,31.67494545454546,24.848909090909093,87.58556363636363,15.93450909090909,-1.045621281368127,275,275
T+2_R-20,Compound,2.0,-20.0,Plateau,2024,Middle,1100.584,3493.7900000000004,9,30.977289719626164,21.67495327102804,77.79901869158877,16.974906542056075,0.5896499637152153,214,214
T+2_R-20,Compound,2.0,-20.0,Rivers,2024,South,1416.6799999999998,5264.629999999999,21,32.30472727272727,25.98349090909091,88.48505454545455,14.248981818181818,-1.3301910453543393,275,275
T+2_R-20,Compound,2.0,-20.0,Sokoto,2024,North,1090.8080000000002,3801.615,16,35.10266304347826,26.219239130434783,72.92222826086956,20.30445652173913,3.0208470900502062,184,184
T+2_R-20,Compound,2.0,-20.0,Taraba,2024,North,876.6800000000001,3595.08,13,33.396032608695656,25.68092391304348,77.71913043478261,16.88103260869565,-0.023387271847788927,184,184
T+2_R-20,Compound,2.0,-20.0,Yobe,2024,North,741.48,3823.5950000000003,31,35.55940217391304,26.001413043478262,66.63913043478261,20.06733695652174,0.6320977871172421,184,184
T+2_R-20,Compound,2.0,-20.0,Zamfara,2024,North,555.8960000000001,3628.6349999999998,17,34.69663043478261,24.745054347826088,70.14929347826086,19.637336956521736,-0.9828038277835861,184,184
T+2_R-30,Compound,2.0,-30.0,Abia,2024,South,949.5849999999999,5177.7,23,32.031090909090906,25.62490909090909,87.19501818181817,15.994727272727273,-1.7581326918170115,275,275
T+2_R-30,Compound,2.0,-30.0,Adamawa,2024,North,632.968,3686.585,12,34.403423913043476,25.668152173913047,72.47163043478261,18.33570652173913,-1.7309865590232532,184,184
T+2_R-30,Compound,2.0,-30.0,Akwa Ibom,2024,South,1308.3629999999998,5244.005,28,31.75338181818181,26.384836363636364,87.72872727272728,15.994727272727273,-2.993149340398346,275,275
T+2_R-30,Compound,2.0,-30.0,Anambra,2024,South,942.9069999999999,5191.875,23,32.05850909090909,25.700581818181817,86.4098909090909,16.76098181818182,-1.4348027844410607,275,275
T+2_R-30,Compound,2.0,-30.0,Bauchi,2024,North,759.5769999999999,3568.2400000000002,16,33.96880434782609,24.816413043478256,71.98304347826088,19.371358695652173,0.36593084367416473,184,184
T+2_R-30,Compound,2.0,-30.0,Bayelsa,2024,South,1318.0859999999998,5270.065,21,31.968800000000005,26.358945454545456,88.53152727272726,14.644981818181817,-1.4307064135056649,275,275
T+2_R-30,Compound,2.0,-30.0,Benue,2024,Middle,674.2049999999999,4186.709999999999,10,33.120794392523365,26.00733644859812,81.08780373831776,17.053878504672895,-1.6131576181780294,214,214
T+2_R-30,Compound,2.0,-30.0,Borno,2024,North,408.212,4095.105,29,37.42760869565217,27.08440217391305,58.93391304347826,19.25429347826087,-0.9542492161724904,184,184
T+2_R-30,Compound,2.0,-30.0,Cross River,2024,South,1308.3629999999998,5244.005,28,31.75338181818181,26.384836363636364,87.72872727272728,14.285345454545455,-2.993149340398346,275,275
T+2_R-30,Compound,2.0,-30.0,Delta,2024,South,942.9069999999999,5191.875,23,32.05850909090909,25.700581818181817,86.4098909090909,16.385490909090908,-1.4348027844410607,275,275
T+2_R-30,Compound,2.0,-30.0,Ebonyi,2024,South,632.4289999999999,5499.355,32,33.96454545454545,26.030763636363638,78.39523636363637,17.160509090909088,-2.1619014720870076,275,275
T+2_R-30,Compound,2.0,-30.0,Edo,2024,South,949.0459999999998,5133.4349999999995,12,31.720836363636362,25.613236363636364,89.4073090909091,15.766727272727271,-1.354427301631764,275,275
T+2_R-30,Compound,2.0,-30.0,Ekiti,2024,South,949.7599999999999,4852.264999999999,20,31.067054545454546,24.222145454545455,86.85934545454545,16.821854545454546,-1.8937447398871368,275,275
T+2_R-30,Compound,2.0,-30.0,Enugu,2024,South,683.1299999999999,5272.129999999999,32,32.86967272727273,25.47309090909091,81.54152727272727,16.76098181818182,-2.25395915261936,275,275
T+2_R-30,Compound,2.0,-30.0,FCT,2024,Middle,808.0169999999999,3997.07,11,32.60518691588785,24.750607476635516,80.45640186915888,17.145467289719626,-1.199988819109454,214,214
T+2_R-30,Compound,2.0,-30.0,Gombe,2024,North,1003.4150000000001,3623.21,28,33.93304347826087,25.449673913043476,73.95494565217392,19.025163043478262,0.7230701786723942,184,184
T+2_R-30,Compound,2.0,-30.0,Imo,2024,South,1122.5059999999999,5239.094999999999,21,32.224945454545455,25.877563636363636,87.54370909090908,15.994727272727273,-1.2240262780352293,275,275
T+2_R-30,Compound,2.0,-30.0,Jigawa,2024,North,712.7819999999999,3865.245,16,36.34570652173913,25.667826086956516,65.43054347826087,19.946739130434782,0.8863646203500427,184,184
T+2_R-30,Compound,2.0,-30.0,Kaduna,2024,North,1019.7879999999999,3168.6800000000003,9,31.123260869565218,23.31891304347826,82.87179347826087,17.654891304347824,-0.6542678124854363,184,184
T+2_R-30,Compound,2.0,-30.0,Kano,2024,North,700.966,3851.455,16,36.5625,25.301141304347826,65.6521195652174,20.282445652173912,0.6755608428741803,184,184
T+2_R-30,Compound,2.0,-30.0,Katsina,2024,North,903.602,3576.6349999999998,17,33.866684782608694,25.009782608695648,71.46581521739131,19.780108695652174,2.3283807982797993,184,184
T+2_R-30,Compound,2.0,-30.0,Kebbi,2024,North,1490.972,3741.3050000000003,14,34.69858695652174,25.967771739130434,77.36255434782608,19.648369565217394,7.094366710318714,184,184
T+2_R-30,Compound,2.0,-30.0,Kogi,2024,Middle,613.347,4215.005,7,33.41172897196262,25.980841121495335,80.40649532710282,16.695794392523368,-1.8449780752984135,214,214
T+2_R-30,Compound,2.0,-30.0,Kwara,2024,Middle,850.7729999999999,3943.295,13,32.14434579439253,24.7088785046729,83.5259813084112,16.815327102803735,-1.2785915435300275,214,214
T+2_R-30,Compound,2.0,-30.0,Lagos,2024,South,921.6619999999999,5289.834999999999,16,31.03090909090909,27.44061818181818,86.61469090909091,16.325090909090907,-1.862669761647211,275,275
T+2_R-30,Compound,2.0,-30.0,Nasarawa,2024,Middle,716.5059999999999,4249.1050000000005,16,33.62345794392523,26.087803738317753,78.61088785046731,17.359859813084114,-0.9382791076943633,214,214
T+2_R-30,Compound,2.0,-30.0,Niger,2024,Middle,636.097,4320.51,8,34.02266355140187,26.355934579439253,77.47570093457945,17.4807476635514,-1.9643949916169592,214,214
T+2_R-30,Compound,2.0,-30.0,Ogun,2024,South,1123.92,5132.57,16,31.62723636363637,25.700545454545452,89.01341818181818,16.325090909090907,-1.5940136962197522,275,275
T+2_R-30,Compound,2.0,-30.0,Ondo,2024,South,949.7599999999999,4852.264999999999,20,31.067054545454546,24.222145454545455,86.85934545454545,16.821854545454546,-1.8937447398871368,275,275
T+2_R-30,Compound,2.0,-30.0,Osun,2024,South,1175.6009999999999,4960.16,20,31.385927272727276,24.687963636363634,88.06992727272726,15.928509090909092,-1.4451096616109254,275,275
T+2_R-30,Compound,2.0,-30.0,Oyo,2024,South,1142.7849999999999,5022.030000000001,20,31.67494545454546,24.848909090909093,87.58556363636363,15.93450909090909,-1.651341648022328,275,275
T+2_R-30,Compound,2.0,-30.0,Plateau,2024,Middle,963.011,3493.7900000000004,9,30.977289719626164,21.67495327102804,77.79901869158877,16.974906542056075,0.12083815060330391,214,214
T+2_R-30,Compound,2.0,-30.0,Rivers,2024,South,1239.5949999999998,5264.629999999999,21,32.30472727272727,25.98349090909091,88.48505454545455,14.248981818181818,-1.629164350206276,275,275
T+2_R-30,Compound,2.0,-30.0,Sokoto,2024,North,954.4569999999999,3801.615,16,35.10266304347826,26.219239130434783,72.92222826086956,20.30445652173913,2.058773338259439,184,184
T+2_R-30,Compound,2.0,-30.0,Taraba,2024,North,767.095,3595.08,13,33.396032608695656,25.68092391304348,77.71913043478261,16.88103260869565,-0.6463562036513694,184,184
T+2_R-30,Compound,2.0,-30.0,Yobe,2024,North,648.795,3823.5950000000003,31,35.55940217391304,26.001413043478262,66.63913043478261,20.06733695652174,-0.07186606180627149,184,184
